fdc_id,description,food_category,data_type,brand_owner,ingredients_text,dedup_key,calories,protein_g,carbs_g,fat_g,fiber_g,iron_mg,calcium_mg,vitamin_b12_mcg,vitamin_d_mcg,zinc_mg,sodium_mg,potassium_mg,magnesium_mg,omega3_g
2768188,"Alaska Pollock, raw",,Foundation,,,"alaska pollock, raw|",,,,,,,,,,,,,,
2262074,"Almond butter, creamy",,Foundation,,,"almond butter, creamy|",,,,,,,,,,,,,,
2257045,"Almond milk, unsweetened, plain, refrigerated",,Foundation,,,"almond milk, unsweetened, plain, refrigerated|",,,,,,,,,,,,,,
1999631,"Almond milk, unsweetened, plain, shelf stable",,Foundation,,,"almond milk, unsweetened, plain, shelf stable|",,,,,,,,,,,,,,
2747652,"Anchovies, canned in olive oil, with salt, drained",,Foundation,,,"anchovies, canned in olive oil, with salt, drained|",,,,,,,,,,,,,,
2003590,"Apple juice, with added vitamin C, from concentrate, shelf stable",,Foundation,,,"apple juice, with added vitamin c, from concentrate, shelf stable|",,,,,,,,,,,,,,
1750340,"Apples, fuji, with skin, raw",,Foundation,,,"apples, fuji, with skin, raw|",,,,,,,,,,,,,,
1750341,"Apples, gala, with skin, raw",,Foundation,,,"apples, gala, with skin, raw|",,,,,,,,,,,,,,
1750342,"Apples, granny smith, with skin, raw",,Foundation,,,"apples, granny smith, with skin, raw|",,,,,,,,,,,,,,
1750343,"Apples, honeycrisp, with skin, raw",,Foundation,,,"apples, honeycrisp, with skin, raw|",,,,,,,,,,,,,,
1750339,"Apples, red delicious, with skin, raw",,Foundation,,,"apples, red delicious, with skin, raw|",,,,,,,,,,,,,,
2346414,"Applesauce, unsweetened, with added vitamin C",,Foundation,,,"applesauce, unsweetened, with added vitamin c|",,,,,,,,,,,,,,
2710815,"Apricot, with skin, raw",,Foundation,,,"apricot, with skin, raw|",,,,,,,,,,,,,,
2710822,"Arugula, baby, raw",,Foundation,,,"arugula, baby, raw|",,,,,,,,,,,,,,
2710823,"Asparagus, green, raw",,Foundation,,,"asparagus, green, raw|",,,,,,,,,,,,,,
2710824,"Avocado, Hass, peeled, raw",,Foundation,,,"avocado, hass, peeled, raw|",,,,,,,,,,,,,,
2758982,"Baked beans, Original, canned, with pork",,Foundation,,,"baked beans, original, canned, with pork|",,,,,,,,,,,,,,
1105073,"Bananas, overripe, raw",,Foundation,,,"bananas, overripe, raw|",,,,,,,,,,,,,,
1105314,"Bananas, ripe and slightly ripe, raw",,Foundation,,,"bananas, ripe and slightly ripe, raw|",,,,,,,,,,,,,,
2758983,"Beans, baked, canned, vegetarian",,Foundation,,,"beans, baked, canned, vegetarian|",,,,,,,,,,,,,,
2644285,"Beans, black, canned, sodium added, drained and rinsed",,Foundation,,,"beans, black, canned, sodium added, drained and rinsed|",,,,,,,,,,,,,,
2644287,"Beans, cannellini, canned, sodium added, drained and rinsed",,Foundation,,,"beans, cannellini, canned, sodium added, drained and rinsed|",,,,,,,,,,,,,,
2644281,"Beans, cannellini, dry",,Foundation,,,"beans, cannellini, dry|",,,,,,,,,,,,,,
747444,"Beans, Dry, Black (0% moisture)",,Foundation,,,"beans, dry, black (0% moisture)|",,,,,,,,,,,,,,
747433,"Beans, Dry, Brown (0% moisture)",,Foundation,,,"beans, dry, brown (0% moisture)|",,,,,,,,,,,,,,
747436,"Beans, Dry, Carioca (0% moisture)",,Foundation,,,"beans, dry, carioca (0% moisture)|",,,,,,,,,,,,,,
747437,"Beans, Dry, Cranberry (0% moisture)",,Foundation,,,"beans, dry, cranberry (0% moisture)|",,,,,,,,,,,,,,
747440,"Beans, Dry, Dark Red Kidney (0% moisture)",,Foundation,,,"beans, dry, dark red kidney (0% moisture)|",,,,,,,,,,,,,,
747432,"Beans, Dry, Flor de Mayo (0% moisture)",,Foundation,,,"beans, dry, flor de mayo (0% moisture)|",,,,,,,,,,,,,,
747446,"Beans, Dry, Great Northern (0% moisture)",,Foundation,,,"beans, dry, great northern (0% moisture)|",,,,,,,,,,,,,,
747438,"Beans, Dry, Light Red Kidney (0% moisture)",,Foundation,,,"beans, dry, light red kidney (0% moisture)|",,,,,,,,,,,,,,
747435,"Beans, Dry, Light Tan (0% moisture)",,Foundation,,,"beans, dry, light tan (0% moisture)|",,,,,,,,,,,,,,
747430,"Beans, Dry, Medium Red (0% moisture)",,Foundation,,,"beans, dry, medium red (0% moisture)|",,,,,,,,,,,,,,
747441,"Beans, Dry, Navy (0% moisture)",,Foundation,,,"beans, dry, navy (0% moisture)|",,,,,,,,,,,,,,
747439,"Beans, Dry, Pink (0% moisture)",,Foundation,,,"beans, dry, pink (0% moisture)|",,,,,,,,,,,,,,
747445,"Beans, Dry, Pinto (0% moisture)",,Foundation,,,"beans, dry, pinto (0% moisture)|",,,,,,,,,,,,,,
747431,"Beans, Dry, Red (0% moisture)",,Foundation,,,"beans, dry, red (0% moisture)|",,,,,,,,,,,,,,
747443,"Beans, Dry, Small Red (0% moisture)",,Foundation,,,"beans, dry, small red (0% moisture)|",,,,,,,,,,,,,,
747442,"Beans, Dry, Small White (0% moisture)",,Foundation,,,"beans, dry, small white (0% moisture)|",,,,,,,,,,,,,,
747434,"Beans, Dry, Tan (0% moisture)",,Foundation,,,"beans, dry, tan (0% moisture)|",,,,,,,,,,,,,,
2644294,"Beans, great northern, canned, sodium added, drained and rinsed",,Foundation,,,"beans, great northern, canned, sodium added, drained and rinsed|",,,,,,,,,,,,,,
2644289,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",,Foundation,,,"beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed|",,,,,,,,,,,,,,
2644290,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",,Foundation,,,"beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed|",,,,,,,,,,,,,,
2644286,"Beans, navy, canned, sodium added, drained and rinsed",,Foundation,,,"beans, navy, canned, sodium added, drained and rinsed|",,,,,,,,,,,,,,
2644292,"Beans, pinto, canned, sodium added, drained and rinsed",,Foundation,,,"beans, pinto, canned, sodium added, drained and rinsed|",,,,,,,,,,,,,,
321611,"Beans, snap, green, canned, regular pack, drained solids",,Foundation,,,"beans, snap, green, canned, regular pack, drained solids|",,,,,,,,,,,,,,
2346400,"Beans, snap, green, raw",,Foundation,,,"beans, snap, green, raw|",,,,,,,,,,,,,,
2646174,"Beef, chuck, roast, boneless, choice, raw",,Foundation,,,"beef, chuck, roast, boneless, choice, raw|",,,,,,,,,,,,,,
2646175,"Beef, flank, steak, boneless, choice, raw",,Foundation,,,"beef, flank, steak, boneless, choice, raw|",,,,,,,,,,,,,,
2514744,"Beef, ground, 80% lean meat / 20% fat, raw",,Foundation,,,"beef, ground, 80% lean meat / 20% fat, raw|",,,,,,,,,,,,,,
2514743,"Beef, ground, 90% lean meat / 10% fat, raw",,Foundation,,,"beef, ground, 90% lean meat / 10% fat, raw|",,,,,,,,,,,,,,
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",,Foundation,,,"beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted|",,,,,,,,,,,,,,
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",,Foundation,,,"beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw|",,,,,,,,,,,,,,
2646172,"Beef, ribeye, steak, boneless, choice, raw",,Foundation,,,"beef, ribeye, steak, boneless, choice, raw|",,,,,,,,,,,,,,
746760,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",,Foundation,,,"beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw|",,,,,,,,,,,,,,
746761,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",,Foundation,,,"beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw|",,,,,,,,,,,,,,
2646173,"Beef, round, top round, boneless, choice, raw",,Foundation,,,"beef, round, top round, boneless, choice, raw|",,,,,,,,,,,,,,
2727572,"Beef, short loin (NY strip steak), raw",,Foundation,,,"beef, short loin (ny strip steak), raw|",,,,,,,,,,,,,,
746762,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",,Foundation,,,"beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw|",,,,,,,,,,,,,,
746763,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",,Foundation,,,"beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled|",,,,,,,,,,,,,,
2727574,"Beef, top sirloin steak, raw",,Foundation,,,"beef, top sirloin steak, raw|",,,,,,,,,,,,,,
2727573,"Beef, tenderloin steak, raw",,Foundation,,,"beef, tenderloin steak, raw|",,,,,,,,,,,,,,
2747653,"Beet greens, raw",,Foundation,,,"beet greens, raw|",,,,,,,,,,,,,,
2685576,"Beets, raw",,Foundation,,,"beets, raw|",,,,,,,,,,,,,,
2727571,"Bison, ground, raw",,Foundation,,,"bison, ground, raw|",,,,,,,,,,,,,,
2727581,"Blackberries, raw",,Foundation,,,"blackberries, raw|",,,,,,,,,,,,,,
2644293,"Blackeye pea, canned, sodium added, drained and rinsed",,Foundation,,,"blackeye pea, canned, sodium added, drained and rinsed|",,,,,,,,,,,,,,
2644284,"Blackeye pea, dry",,Foundation,,,"blackeye pea, dry|",,,,,,,,,,,,,,
2346411,"Blueberries, raw",,Foundation,,,"blueberries, raw|",,,,,,,,,,,,,,
2758991,"Bologna, beef",,Foundation,,,"bologna, beef|",,,,,,,,,,,,,,
2758992,"Bologna, classic",,Foundation,,,"bologna, classic|",,,,,,,,,,,,,,
2758994,"Bread, 100% whole wheat, commercial",,Foundation,,,"bread, 100% whole wheat, commercial|",,,,,,,,,,,,,,
2758995,"Bread, mulitgrain, commercial",,Foundation,,,"bread, mulitgrain, commercial|",,,,,,,,,,,,,,
2758993,"Bread, white, commercial",,Foundation,,,"bread, white, commercial|",,,,,,,,,,,,,,
747447,"Broccoli, raw",,Foundation,,,"broccoli, raw|",,,,,,,,,,,,,,
2685575,"Brussels sprouts, raw",,Foundation,,,"brussels sprouts, raw|",,,,,,,,,,,,,,
2512378,"Buckwheat, whole grain",,Foundation,,,"buckwheat, whole grain|",,,,,,,,,,,,,,
2710820,"Bulgur, dry, raw",,Foundation,,,"bulgur, dry, raw|",,,,,,,,,,,,,,
790508,"Butter, stick, salted",,Foundation,,,"butter, stick, salted|",,,,,,,,,,,,,,
789828,"Butter, stick, unsalted",,Foundation,,,"butter, stick, unsalted|",,,,,,,,,,,,,,
2259792,"Buttermilk, low fat",,Foundation,,,"buttermilk, low fat|",,,,,,,,,,,,,,
2685572,"Cabbage, bok choy, raw",,Foundation,,,"cabbage, bok choy, raw|",,,,,,,,,,,,,,
2346407,"Cabbage, green, raw",,Foundation,,,"cabbage, green, raw|",,,,,,,,,,,,,,
2727583,"Cabbage, napa, leaf, destemmed, raw",,Foundation,,,"cabbage, napa, leaf, destemmed, raw|",,,,,,,,,,,,,,
2346408,"Cabbage, red, raw",,Foundation,,,"cabbage, red, raw|",,,,,,,,,,,,,,
2258587,"Carrots, baby, raw",,Foundation,,,"carrots, baby, raw|",,,,,,,,,,,,,,
746764,"Carrots, frozen, unprepared",,Foundation,,,"carrots, frozen, unprepared|",,,,,,,,,,,,,,
2258586,"Carrots, mature, raw",,Foundation,,,"carrots, mature, raw|",,,,,,,,,,,,,,
2685573,"Cauliflower, raw",,Foundation,,,"cauliflower, raw|",,,,,,,,,,,,,,
2346405,"Celery, raw",,Foundation,,,"celery, raw|",,,,,,,,,,,,,,
747429,"Cheese, American, restaurant",,Foundation,,,"cheese, american, restaurant|",,,,,,,,,,,,,,
328637,"Cheese, cheddar",,Foundation,,,"cheese, cheddar|",,,,,,,,,,,,,,
2647443,"Cheese, cotija, solid",,Foundation,,,"cheese, cotija, solid|",,,,,,,,,,,,,,
328841,"Cheese, cottage, lowfat, 2% milkfat",,Foundation,,,"cheese, cottage, lowfat, 2% milkfat|",,,,,,,,,,,,,,
746765,"Cheese, dry white, queso seco",,Foundation,,,"cheese, dry white, queso seco|",,,,,,,,,,,,,,
2259796,"Cheese, feta, whole milk, crumbled",,Foundation,,,"cheese, feta, whole milk, crumbled|",,,,,,,,,,,,,,
2647438,"Cheese, monterey jack, solid",,Foundation,,,"cheese, monterey jack, solid|",,,,,,,,,,,,,,
329370,"Cheese, mozzarella, low moisture, part-skim",,Foundation,,,"cheese, mozzarella, low moisture, part-skim|",,,,,,,,,,,,,,
2647441,"Cheese, oaxaca, solid",,Foundation,,,"cheese, oaxaca, solid|",,,,,,,,,,,,,,
325036,"Cheese, parmesan, grated",,Foundation,,,"cheese, parmesan, grated|",,,,,,,,,,,,,,
2259795,"Cheese, parmesan, grated, refrigerated",,Foundation,,,"cheese, parmesan, grated, refrigerated|",,,,,,,,,,,,,,
2647439,"Cheese, pasteurized process cheese food or product, American, singles",,Foundation,,,"cheese, pasteurized process cheese food or product, american, singles|",,,,,,,,,,,,,,
325198,"Cheese, pasteurized process, American, vitamin D fortified",,Foundation,,,"cheese, pasteurized process, american, vitamin d fortified|",,,,,,,,,,,,,,
2647440,"Cheese, provolone, sliced",,Foundation,,,"cheese, provolone, sliced|",,,,,,,,,,,,,,
2647442,"Cheese, queso fresco, solid",,Foundation,,,"cheese, queso fresco, solid|",,,,,,,,,,,,,,
746766,"Cheese, ricotta, whole milk",,Foundation,,,"cheese, ricotta, whole milk|",,,,,,,,,,,,,,
746767,"Cheese, swiss",,Foundation,,,"cheese, swiss|",,,,,,,,,,,,,,
2346399,"Cherries, sweet, dark red, raw",,Foundation,,,"cherries, sweet, dark red, raw|",,,,,,,,,,,,,,
2710819,"Chia seeds, dry, raw",,Foundation,,,"chia seeds, dry, raw|",,,,,,,,,,,,,,
2646170,"Chicken, breast, boneless, skinless, raw",,Foundation,,,"chicken, breast, boneless, skinless, raw|",,,,,,,,,,,,,,
2727569,"Chicken, breast, meat and skin, raw",,Foundation,,,"chicken, breast, meat and skin, raw|",,,,,,,,,,,,,,
331960,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",,Foundation,,,"chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised|",,,,,,,,,,,,,,
331897,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",,Foundation,,,"chicken, broilers or fryers, drumstick, meat only, cooked, braised|",,,,,,,,,,,,,,
2727566,"Chicken, drumstick, meat and skin, raw",,Foundation,,,"chicken, drumstick, meat and skin, raw|",,,,,,,,,,,,,,
2514746,"Chicken, ground, with additives, raw",,Foundation,,,"chicken, ground, with additives, raw|",,,,,,,,,,,,,,
2646171,"Chicken, thigh, boneless, skinless, raw",,Foundation,,,"chicken, thigh, boneless, skinless, raw|",,,,,,,,,,,,,,
2727567,"Chicken, thigh, meat and skin, raw",,Foundation,,,"chicken, thigh, meat and skin, raw|",,,,,,,,,,,,,,
2727568,"Chicken, wing, meat and skin, raw",,Foundation,,,"chicken, wing, meat and skin, raw|",,,,,,,,,,,,,,
2644288,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",,Foundation,,,"chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed|",,,,,,,,,,,,,,
2644282,"Chickpeas, (garbanzo beans, bengal gram), dry",,Foundation,,,"chickpeas, (garbanzo beans, bengal gram), dry|",,,,,,,,,,,,,,
2747654,"Cod, Pacific or Alaskan, frozen, wild caught",,Foundation,,,"cod, pacific or alaskan, frozen, wild caught|",,,,,,,,,,,,,,
2685574,"Collards, raw",,Foundation,,,"collards, raw|",,,,,,,,,,,,,,
333008,"Cookies, oatmeal, soft, with raisins",,Foundation,,,"cookies, oatmeal, soft, with raisins|",,,,,,,,,,,,,,
2710835,"Corn flour, masa harina, white or yellow, dry, raw",,Foundation,,,"corn flour, masa harina, white or yellow, dry, raw|",,,,,,,,,,,,,,
2710826,"Corn, sweet, yellow and white kernels,  fresh, raw",,Foundation,,,"corn, sweet, yellow and white kernels,  fresh, raw|",,,,,,,,,,,,,,
2346384,"Cottage cheese, full fat, large or small curd",,Foundation,,,"cottage cheese, full fat, large or small curd|",,,,,,,,,,,,,,
2758976,"Cranberries, dried, sweetened",,Foundation,,,"cranberries, dried, sweetened|",,,,,,,,,,,,,,
2003594,"Cranberry juice, not fortified, from concentrate, shelf stable",,Foundation,,,"cranberry juice, not fortified, from concentrate, shelf stable|",,,,,,,,,,,,,,
2346385,"Cream cheese, full fat, block",,Foundation,,,"cream cheese, full fat, block|",,,,,,,,,,,,,,
2346386,"Cream, heavy",,Foundation,,,"cream, heavy|",,,,,,,,,,,,,,
2346387,"Cream, sour, full fat",,Foundation,,,"cream, sour, full fat|",,,,,,,,,,,,,,
2684446,"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",,Foundation,,,"crustaceans, crab, blue swimming, lump, pasteurized, refrigerated|",,,,,,,,,,,,,,
2684443,"Crustaceans, shrimp, farm raised, raw",,Foundation,,,"crustaceans, shrimp, farm raised, raw|",,,,,,,,,,,,,,
2346406,"Cucumber, with peel, raw",,Foundation,,,"cucumber, with peel, raw|",,,,,,,,,,,,,,
2758988,"Dressing, Ranch",,Foundation,,,"dressing, ranch|",,,,,,,,,,,,,,
2758981,"Edamame, frozen, prepared",,Foundation,,,"edamame, frozen, prepared|",,,,,,,,,,,,,,
323793,"Egg, white, dried",,Foundation,,,"egg, white, dried|",,,,,,,,,,,,,,
323697,"Egg, white, raw, frozen, pasteurized",,Foundation,,,"egg, white, raw, frozen, pasteurized|",,,,,,,,,,,,,,
329490,"Egg, whole, dried",,Foundation,,,"egg, whole, dried|",,,,,,,,,,,,,,
323604,"Egg, whole, raw, frozen, pasteurized",,Foundation,,,"egg, whole, raw, frozen, pasteurized|",,,,,,,,,,,,,,
329716,"Egg, yolk, dried",,Foundation,,,"egg, yolk, dried|",,,,,,,,,,,,,,
329596,"Egg, yolk, raw, frozen, pasteurized",,Foundation,,,"egg, yolk, raw, frozen, pasteurized|",,,,,,,,,,,,,,
2685577,"Eggplant, raw",,Foundation,,,"eggplant, raw|",,,,,,,,,,,,,,
747997,"Eggs, Grade A, Large, egg white",,Foundation,,,"eggs, grade a, large, egg white|",,,,,,,,,,,,,,
748967,"Eggs, Grade A, Large, egg whole",,Foundation,,,"eggs, grade a, large, egg whole|",,,,,,,,,,,,,,
748236,"Eggs, Grade A, Large, egg yolk",,Foundation,,,"eggs, grade a, large, egg yolk|",,,,,,,,,,,,,,
2710827,"Einkorn, grain, dry, raw",,Foundation,,,"einkorn, grain, dry, raw|",,,,,,,,,,,,,,
2710828,"Farro, pearled, dry, raw",,Foundation,,,"farro, pearled, dry, raw|",,,,,,,,,,,,,,
2747655,"Fennel, bulb, raw",,Foundation,,,"fennel, bulb, raw|",,,,,,,,,,,,,,
746768,"Figs, dried, uncooked",,Foundation,,,"figs, dried, uncooked|",,,,,,,,,,,,,,
2684445,"Fish, catfish, farm raised, raw",,Foundation,,,"fish, catfish, farm raised, raw|",,,,,,,,,,,,,,
2684444,"Fish, cod, Atlantic, wild caught, raw",,Foundation,,,"fish, cod, atlantic, wild caught, raw|",,,,,,,,,,,,,,
333374,"Fish, haddock, raw",,Foundation,,,"fish, haddock, raw|",,,,,,,,,,,,,,
2684441,"Fish, salmon, Atlantic, farm raised, raw",,Foundation,,,"fish, salmon, atlantic, farm raised, raw|",,,,,,,,,,,,,,
2684440,"Fish, salmon, sockeye, wild caught, raw",,Foundation,,,"fish, salmon, sockeye, wild caught, raw|",,,,,,,,,,,,,,
2684442,"Fish, tilapia, farm raised, raw",,Foundation,,,"fish, tilapia, farm raised, raw|",,,,,,,,,,,,,,
334194,"Fish, tuna, light, canned in water, drained solids",,Foundation,,,"fish, tuna, light, canned in water, drained solids|",,,,,,,,,,,,,,
2262075,"Flaxseed, ground",,Foundation,,,"flaxseed, ground|",,,,,,,,,,,,,,
2003586,"Flour, 00",,Foundation,,,"flour, 00|",,,,,,,,,,,,,,
2261420,"Flour, almond",,Foundation,,,"flour, almond|",,,,,,,,,,,,,,
2512371,"Flour, amaranth",,Foundation,,,"flour, amaranth|",,,,,,,,,,,,,,
2512376,"Flour, barley",,Foundation,,,"flour, barley|",,,,,,,,,,,,,,
790146,"Flour, bread, white, enriched, unbleached",,Foundation,,,"flour, bread, white, enriched, unbleached|",,,,,,,,,,,,,,
2512374,"Flour, buckwheat",,Foundation,,,"flour, buckwheat|",,,,,,,,,,,,,,
2512377,"Flour, cassava",,Foundation,,,"flour, cassava|",,,,,,,,,,,,,,
2515377,"Flour, chestnut",,Foundation,,,"flour, chestnut|",,,,,,,,,,,,,,
2515382,"Flour, coconut",,Foundation,,,"flour, coconut|",,,,,,,,,,,,,,
790276,"Flour, corn, yellow, fine meal, enriched",,Foundation,,,"flour, corn, yellow, fine meal, enriched|",,,,,,,,,,,,,,
2261421,"Flour, oat, whole grain",,Foundation,,,"flour, oat, whole grain|",,,,,,,,,,,,,,
1104913,"Flour, pastry, unenriched, unbleached",,Foundation,,,"flour, pastry, unenriched, unbleached|",,,,,,,,,,,,,,
2261422,"Flour, potato",,Foundation,,,"flour, potato|",,,,,,,,,,,,,,
2512372,"Flour, quinoa",,Foundation,,,"flour, quinoa|",,,,,,,,,,,,,,
1104812,"Flour, rice, brown",,Foundation,,,"flour, rice, brown|",,,,,,,,,,,,,,
1104867,"Flour, rice, glutinous",,Foundation,,,"flour, rice, glutinous|",,,,,,,,,,,,,,
790214,"Flour, rice, white, unenriched",,Foundation,,,"flour, rice, white, unenriched|",,,,,,,,,,,,,,
2512375,"Flour, rye",,Foundation,,,"flour, rye|",,,,,,,,,,,,,,
2003588,"Flour, semolina, coarse and semi-coarse",,Foundation,,,"flour, semolina, coarse and semi-coarse|",,,,,,,,,,,,,,
2003589,"Flour, semolina, fine",,Foundation,,,"flour, semolina, fine|",,,,,,,,,,,,,,
2512373,"Flour, sorghum",,Foundation,,,"flour, sorghum|",,,,,,,,,,,,,,
1104705,"Flour, soy, defatted",,Foundation,,,"flour, soy, defatted|",,,,,,,,,,,,,,
1104766,"Flour, soy, full-fat",,Foundation,,,"flour, soy, full-fat|",,,,,,,,,,,,,,
2003587,"Flour, spelt, whole grain",,Foundation,,,"flour, spelt, whole grain|",,,,,,,,,,,,,,
789890,"Flour, wheat, all-purpose, enriched, bleached",,Foundation,,,"flour, wheat, all-purpose, enriched, bleached|",,,,,,,,,,,,,,
789951,"Flour, wheat, all-purpose, enriched, unbleached",,Foundation,,,"flour, wheat, all-purpose, enriched, unbleached|",,,,,,,,,,,,,,
790018,"Flour, wheat, all-purpose, unenriched, unbleached",,Foundation,,,"flour, wheat, all-purpose, unenriched, unbleached|",,,,,,,,,,,,,,
790085,"Flour, whole wheat, unenriched",,Foundation,,,"flour, whole wheat, unenriched|",,,,,,,,,,,,,,
2710829,"Fonio, grain, dry, raw",,Foundation,,,"fonio, grain, dry, raw|",,,,,,,,,,,,,,
323121,"Frankfurter, beef, unheated",,Foundation,,,"frankfurter, beef, unheated|",,,,,,,,,,,,,,
1104647,"Garlic, raw",,Foundation,,,"garlic, raw|",,,,,,,,,,,,,,
2003592,"Grape juice, purple, with added vitamin C, from concentrate, shelf stable",,Foundation,,,"grape juice, purple, with added vitamin c, from concentrate, shelf stable|",,,,,,,,,,,,,,
2003593,"Grape juice, white, with added vitamin C, from concentrate, shelf stable",,Foundation,,,"grape juice, white, with added vitamin c, from concentrate, shelf stable|",,,,,,,,,,,,,,
2003595,"Grapefruit juice, red, not fortified, not from concentrate, refrigerated",,Foundation,,,"grapefruit juice, red, not fortified, not from concentrate, refrigerated|",,,,,,,,,,,,,,
325287,"Grapefruit juice, white, canned or bottled, unsweetened",,Foundation,,,"grapefruit juice, white, canned or bottled, unsweetened|",,,,,,,,,,,,,,
2758977,"Grapefruit, raw",,Foundation,,,"grapefruit, raw|",,,,,,,,,,,,,,
2346413,"Grapes, green, seedless, raw",,Foundation,,,"grapes, green, seedless, raw|",,,,,,,,,,,,,,
2346412,"Grapes, red, seedless, raw",,Foundation,,,"grapes, red, seedless, raw|",,,,,,,,,,,,,,
2727585,"Green onion, (scallion), bulb and greens, root removed, raw",,Foundation,,,"green onion, (scallion), bulb and greens, root removed, raw|",,,,,,,,,,,,,,
2747656,"Halibut, frozen, wild caught",,Foundation,,,"halibut, frozen, wild caught|",,,,,,,,,,,,,,
332397,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",,Foundation,,,"ham, sliced, pre-packaged, deli meat (96%fat free, water added)|",,,,,,,,,,,,,,
746952,"Ham, sliced, restaurant",,Foundation,,,"ham, sliced, restaurant|",,,,,,,,,,,,,,
321358,"Hummus, commercial",,Foundation,,,"hummus, commercial|",,,,,,,,,,,,,,
2727588,"Juice, pomegranate, from concentrate, shelf-stable",,Foundation,,,"juice, pomegranate, from concentrate, shelf-stable|",,,,,,,,,,,,,,
2727587,"Juice, prune, shelf-stable",,Foundation,,,"juice, prune, shelf-stable|",,,,,,,,,,,,,,
2727589,"Juice, tart cherry, from concentrate, shelf-stable",,Foundation,,,"juice, tart cherry, from concentrate, shelf-stable|",,,,,,,,,,,,,,
326196,"Kale, frozen, cooked, boiled, drained, without salt",,Foundation,,,"kale, frozen, cooked, boiled, drained, without salt|",,,,,,,,,,,,,,
323505,"Kale, raw",,Foundation,,,"kale, raw|",,,,,,,,,,,,,,
747693,"Ketchup, restaurant",,Foundation,,,"ketchup, restaurant|",,,,,,,,,,,,,,
2710830,"Khorasan, grain, dry, raw",,Foundation,,,"khorasan, grain, dry, raw|",,,,,,,,,,,,,,
2710831,"Kiwifruit (kiwi), green, peeled, raw",,Foundation,,,"kiwifruit (kiwi), green, peeled, raw|",,,,,,,,,,,,,,
327046,"Kiwifruit, green, raw",,Foundation,,,"kiwifruit, green, raw|",,,,,,,,,,,,,,
2727570,"Lamb, ground, raw",,Foundation,,,"lamb, ground, raw|",,,,,,,,,,,,,,
2727584,"Leeks, bulb and greens, root removed, raw",,Foundation,,,"leeks, bulb and greens, root removed, raw|",,,,,,,,,,,,,,
2644283,"Lentils, dry",,Foundation,,,"lentils, dry|",,,,,,,,,,,,,,
746769,"Lettuce, cos or romaine, raw",,Foundation,,,"lettuce, cos or romaine, raw|",,,,,,,,,,,,,,
2346388,"Lettuce, iceberg, raw",,Foundation,,,"lettuce, iceberg, raw|",,,,,,,,,,,,,,
2346391,"Lettuce, leaf, green, raw",,Foundation,,,"lettuce, leaf, green, raw|",,,,,,,,,,,,,,
2346390,"Lettuce, leaf, red, raw",,Foundation,,,"lettuce, leaf, red, raw|",,,,,,,,,,,,,,
2346389,"Lettuce, romaine, green, raw",,Foundation,,,"lettuce, romaine, green, raw|",,,,,,,,,,,,,,
2747657,"Lobster, tail only, frozen, wild caught",,Foundation,,,"lobster, tail only, frozen, wild caught|",,,,,,,,,,,,,,
2759004,"Lunchmeat, chicken breast, sliced",,Foundation,,,"lunchmeat, chicken breast, sliced|",,,,,,,,,,,,,,
2759002,"Lunchmeat, ham, black forest, sliced",,Foundation,,,"lunchmeat, ham, black forest, sliced|",,,,,,,,,,,,,,
2759003,"Lunchmeat, roast beef, sliced, prepackaged",,Foundation,,,"lunchmeat, roast beef, sliced, prepackaged|",,,,,,,,,,,,,,
2759001,"Lunchmeat, turkey, oven roasted, sliced",,Foundation,,,"lunchmeat, turkey, oven roasted, sliced|",,,,,,,,,,,,,,
2747658,"Mahi mahi, frozen, wild caught",,Foundation,,,"mahi mahi, frozen, wild caught|",,,,,,,,,,,,,,
