fdc_id,description,food_category,data_type,brand_owner,ingredients_text,dedup_key,calories,protein_g,carbs_g,fat_g,fiber_g,iron_mg,calcium_mg,vitamin_b12_mcg,vitamin_d_mcg,zinc_mg,sodium_mg,potassium_mg,magnesium_mg,omega3_g
170972,"Babyfood, crackers, vegetable",,SR Legacy,,,"babyfood, crackers, vegetable|",,,,,,,,,,,,,,
169872,"Babyfood, dessert, banana pudding, strained",,SR Legacy,,,"babyfood, dessert, banana pudding, strained|",,,,,,,,,,,,,,
168135,"Babyfood, dessert, banana yogurt, strained",,SR Legacy,,,"babyfood, dessert, banana yogurt, strained|",,,,,,,,,,,,,,
168134,"Babyfood, dessert, blueberry yogurt, strained",,SR Legacy,,,"babyfood, dessert, blueberry yogurt, strained|",,,,,,,,,,,,,,
171373,"Babyfood, dessert, cherry vanilla pudding, junior",,SR Legacy,,,"babyfood, dessert, cherry vanilla pudding, junior|",,,,,,,,,,,,,,
170979,"Babyfood, dessert, cherry vanilla pudding, strained",,SR Legacy,,,"babyfood, dessert, cherry vanilla pudding, strained|",,,,,,,,,,,,,,
171380,"Babyfood, dessert, custard pudding, vanilla, junior",,SR Legacy,,,"babyfood, dessert, custard pudding, vanilla, junior|",,,,,,,,,,,,,,
171379,"Babyfood, dessert, custard pudding, vanilla, strained",,SR Legacy,,,"babyfood, dessert, custard pudding, vanilla, strained|",,,,,,,,,,,,,,
170977,"Babyfood, dessert, dutch apple, junior",,SR Legacy,,,"babyfood, dessert, dutch apple, junior|",,,,,,,,,,,,,,
170976,"Babyfood, dessert, dutch apple, strained",,SR Legacy,,,"babyfood, dessert, dutch apple, strained|",,,,,,,,,,,,,,
171377,"Babyfood, dessert, fruit dessert, without ascorbic acid, junior",,SR Legacy,,,"babyfood, dessert, fruit dessert, without ascorbic acid, junior|",,,,,,,,,,,,,,
170983,"Babyfood, dessert, fruit dessert, without ascorbic acid, strained",,SR Legacy,,,"babyfood, dessert, fruit dessert, without ascorbic acid, strained|",,,,,,,,,,,,,,
171374,"Babyfood, dessert, fruit pudding, orange, strained",,SR Legacy,,,"babyfood, dessert, fruit pudding, orange, strained|",,,,,,,,,,,,,,
170982,"Babyfood, dessert, fruit pudding, pineapple, strained",,SR Legacy,,,"babyfood, dessert, fruit pudding, pineapple, strained|",,,,,,,,,,,,,,
171376,"Babyfood, dessert, peach cobbler, junior",,SR Legacy,,,"babyfood, dessert, peach cobbler, junior|",,,,,,,,,,,,,,
171375,"Babyfood, dessert, peach cobbler, strained",,SR Legacy,,,"babyfood, dessert, peach cobbler, strained|",,,,,,,,,,,,,,
170981,"Babyfood, dessert, peach melba, junior",,SR Legacy,,,"babyfood, dessert, peach melba, junior|",,,,,,,,,,,,,,
170980,"Babyfood, dessert, peach melba, strained",,SR Legacy,,,"babyfood, dessert, peach melba, strained|",,,,,,,,,,,,,,
168133,"Babyfood, dessert, peach yogurt",,SR Legacy,,,"babyfood, dessert, peach yogurt|",,,,,,,,,,,,,,
171378,"Babyfood, dessert, tropical fruit, junior",,SR Legacy,,,"babyfood, dessert, tropical fruit, junior|",,,,,,,,,,,,,,
172287,"Babyfood, dinner, apples and chicken, strained",,SR Legacy,,,"babyfood, dinner, apples and chicken, strained|",,,,,,,,,,,,,,
172260,"Babyfood, dinner, beef and rice, toddler",,SR Legacy,,,"babyfood, dinner, beef and rice, toddler|",,,,,,,,,,,,,,
173489,"Babyfood, dinner, beef lasagna, toddler",,SR Legacy,,,"babyfood, dinner, beef lasagna, toddler|",,,,,,,,,,,,,,
173516,"Babyfood, dinner, beef noodle, junior",,SR Legacy,,,"babyfood, dinner, beef noodle, junior|",,,,,,,,,,,,,,
172258,"Babyfood, dinner, beef noodle, strained",,SR Legacy,,,"babyfood, dinner, beef noodle, strained|",,,,,,,,,,,,,,
172261,"Babyfood, dinner, beef with vegetables",,SR Legacy,,,"babyfood, dinner, beef with vegetables|",,,,,,,,,,,,,,
172288,"Babyfood, dinner, broccoli and chicken, junior",,SR Legacy,,,"babyfood, dinner, broccoli and chicken, junior|",,,,,,,,,,,,,,
169054,"Babyfood, dinner, chicken and rice",,SR Legacy,,,"babyfood, dinner, chicken and rice|",,,,,,,,,,,,,,
172264,"Babyfood, dinner, chicken noodle, junior",,SR Legacy,,,"babyfood, dinner, chicken noodle, junior|",,,,,,,,,,,,,,
172263,"Babyfood, dinner, chicken noodle, strained",,SR Legacy,,,"babyfood, dinner, chicken noodle, strained|",,,,,,,,,,,,,,
173496,"Babyfood, dinner, chicken soup, strained",,SR Legacy,,,"babyfood, dinner, chicken soup, strained|",,,,,,,,,,,,,,
173497,"Babyfood, dinner, chicken stew, toddler",,SR Legacy,,,"babyfood, dinner, chicken stew, toddler|",,,,,,,,,,,,,,
172270,"Babyfood, dinner, macaroni and cheese, junior",,SR Legacy,,,"babyfood, dinner, macaroni and cheese, junior|",,,,,,,,,,,,,,
173503,"Babyfood, dinner, macaroni and cheese, strained",,SR Legacy,,,"babyfood, dinner, macaroni and cheese, strained|",,,,,,,,,,,,,,
173491,"Babyfood, dinner, macaroni and tomato and beef, junior",,SR Legacy,,,"babyfood, dinner, macaroni and tomato and beef, junior|",,,,,,,,,,,,,,
173490,"Babyfood, dinner, macaroni and tomato and beef, strained",,SR Legacy,,,"babyfood, dinner, macaroni and tomato and beef, strained|",,,,,,,,,,,,,,
168125,"Babyfood, dinner, macaroni, beef and tomato sauce, toddler",,SR Legacy,,,"babyfood, dinner, macaroni, beef and tomato sauce, toddler|",,,,,,,,,,,,,,
172281,"Babyfood, dinner, mixed vegetable, junior",,SR Legacy,,,"babyfood, dinner, mixed vegetable, junior|",,,,,,,,,,,,,,
173514,"Babyfood, dinner, mixed vegetable, strained",,SR Legacy,,,"babyfood, dinner, mixed vegetable, strained|",,,,,,,,,,,,,,
172266,"Babyfood, dinner, pasta with vegetables",,SR Legacy,,,"babyfood, dinner, pasta with vegetables|",,,,,,,,,,,,,,
173492,"Babyfood, dinner, spaghetti and tomato and meat, junior",,SR Legacy,,,"babyfood, dinner, spaghetti and tomato and meat, junior|",,,,,,,,,,,,,,
173493,"Babyfood, dinner, spaghetti and tomato and meat, toddler",,SR Legacy,,,"babyfood, dinner, spaghetti and tomato and meat, toddler|",,,,,,,,,,,,,,
173521,"Babyfood, dinner, sweet potatoes and chicken, strained",,SR Legacy,,,"babyfood, dinner, sweet potatoes and chicken, strained|",,,,,,,,,,,,,,
173500,"Babyfood, dinner, turkey and rice, junior",,SR Legacy,,,"babyfood, dinner, turkey and rice, junior|",,,,,,,,,,,,,,
172269,"Babyfood, dinner, turkey and rice, strained",,SR Legacy,,,"babyfood, dinner, turkey and rice, strained|",,,,,,,,,,,,,,
172286,"Babyfood, dinner, turkey, rice, and vegetables, toddler",,SR Legacy,,,"babyfood, dinner, turkey, rice, and vegetables, toddler|",,,,,,,,,,,,,,
173495,"Babyfood, dinner, vegetables and beef, junior",,SR Legacy,,,"babyfood, dinner, vegetables and beef, junior|",,,,,,,,,,,,,,
173494,"Babyfood, dinner, vegetables and beef, strained",,SR Legacy,,,"babyfood, dinner, vegetables and beef, strained|",,,,,,,,,,,,,,
173513,"Babyfood, dinner, vegetables and chicken, junior",,SR Legacy,,,"babyfood, dinner, vegetables and chicken, junior|",,,,,,,,,,,,,,
173488,"Babyfood, dinner, vegetables and dumplings and beef, junior",,SR Legacy,,,"babyfood, dinner, vegetables and dumplings and beef, junior|",,,,,,,,,,,,,,
172256,"Babyfood, dinner, vegetables and dumplings and beef, strained",,SR Legacy,,,"babyfood, dinner, vegetables and dumplings and beef, strained|",,,,,,,,,,,,,,
172262,"Babyfood, dinner, vegetables and lamb, junior",,SR Legacy,,,"babyfood, dinner, vegetables and lamb, junior|",,,,,,,,,,,,,,
172268,"Babyfood, dinner, vegetables and noodles and turkey, junior",,SR Legacy,,,"babyfood, dinner, vegetables and noodles and turkey, junior|",,,,,,,,,,,,,,
172267,"Babyfood, dinner, vegetables and noodles and turkey, strained",,SR Legacy,,,"babyfood, dinner, vegetables and noodles and turkey, strained|",,,,,,,,,,,,,,
173502,"Babyfood, dinner, vegetables and turkey, junior",,SR Legacy,,,"babyfood, dinner, vegetables and turkey, junior|",,,,,,,,,,,,,,
173501,"Babyfood, dinner, vegetables and turkey, strained",,SR Legacy,,,"babyfood, dinner, vegetables and turkey, strained|",,,,,,,,,,,,,,
173498,"Babyfood, dinner, vegetables chicken, strained",,SR Legacy,,,"babyfood, dinner, vegetables chicken, strained|",,,,,,,,,,,,,,
172265,"Babyfood, dinner, vegetables, noodles and chicken, junior",,SR Legacy,,,"babyfood, dinner, vegetables, noodles and chicken, junior|",,,,,,,,,,,,,,
173499,"Babyfood, dinner, vegetables, noodles and chicken, strained",,SR Legacy,,,"babyfood, dinner, vegetables, noodles and chicken, strained|",,,,,,,,,,,,,,
172252,"Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon",,SR Legacy,,,"babyfood, finger snacks, gerber, graduates, puffs, apple and cinnamon|",,,,,,,,,,,,,,
171388,"Babyfood, fortified cereal bar, fruit filling",,SR Legacy,,,"babyfood, fortified cereal bar, fruit filling|",,,,,,,,,,,,,,
170952,"Babyfood, fruit and vegetable, apple and sweet potato",,SR Legacy,,,"babyfood, fruit and vegetable, apple and sweet potato|",,,,,,,,,,,,,,
171341,"Babyfood, fruit dessert, mango with tapioca",,SR Legacy,,,"babyfood, fruit dessert, mango with tapioca|",,,,,,,,,,,,,,
168140,"Babyfood, fruit supreme dessert",,SR Legacy,,,"babyfood, fruit supreme dessert|",,,,,,,,,,,,,,
170958,"Babyfood, fruit, apple and blueberry, junior",,SR Legacy,,,"babyfood, fruit, apple and blueberry, junior|",,,,,,,,,,,,,,
170957,"Babyfood, fruit, apple and blueberry, strained",,SR Legacy,,,"babyfood, fruit, apple and blueberry, strained|",,,,,,,,,,,,,,
171346,"Babyfood, fruit, apple and raspberry, junior",,SR Legacy,,,"babyfood, fruit, apple and raspberry, junior|",,,,,,,,,,,,,,
171345,"Babyfood, fruit, apple and raspberry, strained",,SR Legacy,,,"babyfood, fruit, apple and raspberry, strained|",,,,,,,,,,,,,,
170948,"Babyfood, fruit, applesauce and apricots, junior",,SR Legacy,,,"babyfood, fruit, applesauce and apricots, junior|",,,,,,,,,,,,,,
170947,"Babyfood, fruit, applesauce and apricots, strained",,SR Legacy,,,"babyfood, fruit, applesauce and apricots, strained|",,,,,,,,,,,,,,
170950,"Babyfood, fruit, applesauce and cherries, junior",,SR Legacy,,,"babyfood, fruit, applesauce and cherries, junior|",,,,,,,,,,,,,,
170949,"Babyfood, fruit, applesauce and cherries, strained",,SR Legacy,,,"babyfood, fruit, applesauce and cherries, strained|",,,,,,,,,,,,,,
171344,"Babyfood, fruit, applesauce and pineapple, junior",,SR Legacy,,,"babyfood, fruit, applesauce and pineapple, junior|",,,,,,,,,,,,,,
171343,"Babyfood, fruit, applesauce and pineapple, strained",,SR Legacy,,,"babyfood, fruit, applesauce and pineapple, strained|",,,,,,,,,,,,,,
170951,"Babyfood, fruit, applesauce with banana, junior",,SR Legacy,,,"babyfood, fruit, applesauce with banana, junior|",,,,,,,,,,,,,,
172278,"Babyfood, fruit, applesauce, junior",,SR Legacy,,,"babyfood, fruit, applesauce, junior|",,,,,,,,,,,,,,
173512,"Babyfood, fruit, applesauce, strained",,SR Legacy,,,"babyfood, fruit, applesauce, strained|",,,,,,,,,,,,,,
170942,"Babyfood, fruit, apricot with tapioca, junior",,SR Legacy,,,"babyfood, fruit, apricot with tapioca, junior|",,,,,,,,,,,,,,
172279,"Babyfood, fruit, apricot with tapioca, strained",,SR Legacy,,,"babyfood, fruit, apricot with tapioca, strained|",,,,,,,,,,,,,,
170998,"Babyfood, fruit, banana and strawberry, junior",,SR Legacy,,,"babyfood, fruit, banana and strawberry, junior|",,,,,,,,,,,,,,
170953,"Babyfood, fruit, bananas and pineapple with tapioca, junior",,SR Legacy,,,"babyfood, fruit, bananas and pineapple with tapioca, junior|",,,,,,,,,,,,,,
170954,"Babyfood, fruit, bananas and pineapple with tapioca, strained",,SR Legacy,,,"babyfood, fruit, bananas and pineapple with tapioca, strained|",,,,,,,,,,,,,,
170956,"Babyfood, fruit, bananas with apples and pears, strained",,SR Legacy,,,"babyfood, fruit, bananas with apples and pears, strained|",,,,,,,,,,,,,,
172282,"Babyfood, fruit, bananas with tapioca, junior",,SR Legacy,,,"babyfood, fruit, bananas with tapioca, junior|",,,,,,,,,,,,,,
171335,"Babyfood, fruit, bananas with tapioca, strained",,SR Legacy,,,"babyfood, fruit, bananas with tapioca, strained|",,,,,,,,,,,,,,
171348,"Babyfood, fruit, guava and papaya with tapioca, strained",,SR Legacy,,,"babyfood, fruit, guava and papaya with tapioca, strained|",,,,,,,,,,,,,,
171350,"Babyfood, fruit, papaya and applesauce with tapioca, strained",,SR Legacy,,,"babyfood, fruit, papaya and applesauce with tapioca, strained|",,,,,,,,,,,,,,
171337,"Babyfood, fruit, peaches, junior",,SR Legacy,,,"babyfood, fruit, peaches, junior|",,,,,,,,,,,,,,
171336,"Babyfood, fruit, peaches, strained",,SR Legacy,,,"babyfood, fruit, peaches, strained|",,,,,,,,,,,,,,
171347,"Babyfood, fruit, pears and pineapple, junior",,SR Legacy,,,"babyfood, fruit, pears and pineapple, junior|",,,,,,,,,,,,,,
170955,"Babyfood, fruit, pears and pineapple, strained",,SR Legacy,,,"babyfood, fruit, pears and pineapple, strained|",,,,,,,,,,,,,,
170943,"Babyfood, fruit, pears, junior",,SR Legacy,,,"babyfood, fruit, pears, junior|",,,,,,,,,,,,,,
171338,"Babyfood, fruit, pears, strained",,SR Legacy,,,"babyfood, fruit, pears, strained|",,,,,,,,,,,,,,
170945,"Babyfood, fruit, plums with tapioca, without ascorbic acid, junior",,SR Legacy,,,"babyfood, fruit, plums with tapioca, without ascorbic acid, junior|",,,,,,,,,,,,,,
170944,"Babyfood, fruit, plums with tapioca, without ascorbic acid, strained",,SR Legacy,,,"babyfood, fruit, plums with tapioca, without ascorbic acid, strained|",,,,,,,,,,,,,,
171339,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior",,SR Legacy,,,"babyfood, fruit, prunes with tapioca, without ascorbic acid, junior|",,,,,,,,,,,,,,
170946,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, strained",,SR Legacy,,,"babyfood, fruit, prunes with tapioca, without ascorbic acid, strained|",,,,,,,,,,,,,,
169874,"Babyfood, fruit, tutti frutti, junior",,SR Legacy,,,"babyfood, fruit, tutti frutti, junior|",,,,,,,,,,,,,,
169873,"Babyfood, fruit, tutti frutti, strained",,SR Legacy,,,"babyfood, fruit, tutti frutti, strained|",,,,,,,,,,,,,,
173487,"Babyfood, GERBER, 2nd Foods, apple, carrot and squash, organic",,SR Legacy,,,"babyfood, gerber, 2nd foods, apple, carrot and squash, organic|",,,,,,,,,,,,,,
172254,"Babyfood, GERBER, 3rd Foods, apple, mango and kiwi",,SR Legacy,,,"babyfood, gerber, 3rd foods, apple, mango and kiwi|",,,,,,,,,,,,,,
169792,"Babyfood, GERBER, Banana with orange medley",,SR Legacy,,,"babyfood, gerber, banana with orange medley|",,,,,,,,,,,,,,
171371,"Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat",,SR Legacy,,,"babyfood, gerber, graduates lil biscuits vanilla wheat|",,,,,,,,,,,,,,
168144,"Babyfood, grape juice, no sugar, canned",,SR Legacy,,,"babyfood, grape juice, no sugar, canned|",,,,,,,,,,,,,,
169049,"Babyfood, green beans and turkey, strained",,SR Legacy,,,"babyfood, green beans and turkey, strained|",,,,,,,,,,,,,,
172273,"Babyfood, green beans, dices, toddler",,SR Legacy,,,"babyfood, green beans, dices, toddler|",,,,,,,,,,,,,,
173478,"Babyfood, juice treats, fruit medley, toddler",,SR Legacy,,,"babyfood, juice treats, fruit medley, toddler|",,,,,,,,,,,,,,
170959,"Babyfood, juice, apple",,SR Legacy,,,"babyfood, juice, apple|",,,,,,,,,,,,,,
167729,"Babyfood, juice, apple - cherry",,SR Legacy,,,"babyfood, juice, apple - cherry|",,,,,,,,,,,,,,
171381,"Babyfood, juice, apple and grape",,SR Legacy,,,"babyfood, juice, apple and grape|",,,,,,,,,,,,,,
171352,"Babyfood, juice, apple and peach",,SR Legacy,,,"babyfood, juice, apple and peach|",,,,,,,,,,,,,,
171353,"Babyfood, juice, apple and prune",,SR Legacy,,,"babyfood, juice, apple and prune|",,,,,,,,,,,,,,
170985,"Babyfood, juice, apple, with calcium",,SR Legacy,,,"babyfood, juice, apple, with calcium|",,,,,,,,,,,,,,
169042,"Babyfood, juice, apple-sweet potato",,SR Legacy,,,"babyfood, juice, apple-sweet potato|",,,,,,,,,,,,,,
170984,"Babyfood, juice, fruit punch, with calcium",,SR Legacy,,,"babyfood, juice, fruit punch, with calcium|",,,,,,,,,,,,,,
171357,"Babyfood, juice, mixed fruit",,SR Legacy,,,"babyfood, juice, mixed fruit|",,,,,,,,,,,,,,
171354,"Babyfood, juice, orange",,SR Legacy,,,"babyfood, juice, orange|",,,,,,,,,,,,,,
171355,"Babyfood, juice, orange and apple",,SR Legacy,,,"babyfood, juice, orange and apple|",,,,,,,,,,,,,,
170960,"Babyfood, juice, orange and apple and banana",,SR Legacy,,,"babyfood, juice, orange and apple and banana|",,,,,,,,,,,,,,
170961,"Babyfood, juice, orange and apricot",,SR Legacy,,,"babyfood, juice, orange and apricot|",,,,,,,,,,,,,,
170962,"Babyfood, juice, orange and banana",,SR Legacy,,,"babyfood, juice, orange and banana|",,,,,,,,,,,,,,
170963,"Babyfood, juice, orange and pineapple",,SR Legacy,,,"babyfood, juice, orange and pineapple|",,,,,,,,,,,,,,
169043,"Babyfood, juice, orange-carrot",,SR Legacy,,,"babyfood, juice, orange-carrot|",,,,,,,,,,,,,,
167718,"Babyfood, juice, pear",,SR Legacy,,,"babyfood, juice, pear|",,,,,,,,,,,,,,
171356,"Babyfood, juice, prune and orange",,SR Legacy,,,"babyfood, juice, prune and orange|",,,,,,,,,,,,,,
172259,"Babyfood, macaroni and cheese, toddler",,SR Legacy,,,"babyfood, macaroni and cheese, toddler|",,,,,,,,,,,,,,
170989,"Babyfood, mashed cheddar potatoes and broccoli, toddlers",,SR Legacy,,,"babyfood, mashed cheddar potatoes and broccoli, toddlers|",,,,,,,,,,,,,,
167720,"Babyfood, meat, beef with vegetables, toddler",,SR Legacy,,,"babyfood, meat, beef with vegetables, toddler|",,,,,,,,,,,,,,
172244,"Babyfood, meat, beef, junior",,SR Legacy,,,"babyfood, meat, beef, junior|",,,,,,,,,,,,,,
173479,"Babyfood, meat, beef, strained",,SR Legacy,,,"babyfood, meat, beef, strained|",,,,,,,,,,,,,,
172249,"Babyfood, meat, chicken sticks, junior",,SR Legacy,,,"babyfood, meat, chicken sticks, junior|",,,,,,,,,,,,,,
172248,"Babyfood, meat, chicken, junior",,SR Legacy,,,"babyfood, meat, chicken, junior|",,,,,,,,,,,,,,
173483,"Babyfood, meat, chicken, strained",,SR Legacy,,,"babyfood, meat, chicken, strained|",,,,,,,,,,,,,,
173480,"Babyfood, meat, ham, junior",,SR Legacy,,,"babyfood, meat, ham, junior|",,,,,,,,,,,,,,
172247,"Babyfood, meat, ham, strained",,SR Legacy,,,"babyfood, meat, ham, strained|",,,,,,,,,,,,,,
173482,"Babyfood, meat, lamb, junior",,SR Legacy,,,"babyfood, meat, lamb, junior|",,,,,,,,,,,,,,
173481,"Babyfood, meat, lamb, strained",,SR Legacy,,,"babyfood, meat, lamb, strained|",,,,,,,,,,,,,,
173486,"Babyfood, meat, meat sticks, junior",,SR Legacy,,,"babyfood, meat, meat sticks, junior|",,,,,,,,,,,,,,
172246,"Babyfood, meat, pork, strained",,SR Legacy,,,"babyfood, meat, pork, strained|",,,,,,,,,,,,,,
173484,"Babyfood, meat, turkey sticks, junior",,SR Legacy,,,"babyfood, meat, turkey sticks, junior|",,,,,,,,,,,,,,
172251,"Babyfood, meat, turkey, junior",,SR Legacy,,,"babyfood, meat, turkey, junior|",,,,,,,,,,,,,,
172250,"Babyfood, meat, turkey, strained",,SR Legacy,,,"babyfood, meat, turkey, strained|",,,,,,,,,,,,,,
172245,"Babyfood, meat, veal, strained",,SR Legacy,,,"babyfood, meat, veal, strained|",,,,,,,,,,,,,,
168091,"Babyfood, mixed fruit juice with low fat yogurt",,SR Legacy,,,"babyfood, mixed fruit juice with low fat yogurt|",,,,,,,,,,,,,,
167726,"Babyfood, mixed fruit yogurt, strained",,SR Legacy,,,"babyfood, mixed fruit yogurt, strained|",,,,,,,,,,,,,,
171000,"Babyfood, Multigrain whole grain cereal, dry fortified",,SR Legacy,,,"babyfood, multigrain whole grain cereal, dry fortified|",,,,,,,,,,,,,,
171367,"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified",,SR Legacy,,,"babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified|",,,,,,,,,,,,,,
171349,"Babyfood, peaches, dices, toddler",,SR Legacy,,,"babyfood, peaches, dices, toddler|",,,,,,,,,,,,,,
171342,"Babyfood, pears, dices, toddler",,SR Legacy,,,"babyfood, pears, dices, toddler|",,,,,,,,,,,,,,
169865,"Babyfood, peas and brown rice",,SR Legacy,,,"babyfood, peas and brown rice|",,,,,,,,,,,,,,
170940,"Babyfood, peas, dices, toddler",,SR Legacy,,,"babyfood, peas, dices, toddler|",,,,,,,,,,,,,,
172285,"Babyfood, plums, bananas and rice, strained",,SR Legacy,,,"babyfood, plums, bananas and rice, strained|",,,,,,,,,,,,,,
173508,"Babyfood, potatoes, toddler",,SR Legacy,,,"babyfood, potatoes, toddler|",,,,,,,,,,,,,,
171370,"Babyfood, pretzels",,SR Legacy,,,"babyfood, pretzels|",,,,,,,,,,,,,,
171340,"Babyfood, prunes, without vitamin c, strained",,SR Legacy,,,"babyfood, prunes, without vitamin c, strained|",,,,,,,,,,,,,,
172257,"Babyfood, ravioli, cheese filled, with tomato sauce",,SR Legacy,,,"babyfood, ravioli, cheese filled, with tomato sauce|",,,,,,,,,,,,,,
167728,"Babyfood, rice and apples, dry",,SR Legacy,,,"babyfood, rice and apples, dry|",,,,,,,,,,,,,,
168975,"Babyfood, rice cereal, dry, EARTHS BEST ORGANIC WHOLE GRAIN, fortified only with iron",,SR Legacy,,,"babyfood, rice cereal, dry, earths best organic whole grain, fortified only with iron|",,,,,,,,,,,,,,
173485,"Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars",,SR Legacy,,,"babyfood, snack, gerber graduate fruit  strips, real fruit bars|",,,,,,,,,,,,,,
171398,"Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack",,SR Legacy,,,"babyfood, snack, gerber, graduates, lil crunchies, baked whole grain corn snack|",,,,,,,,,,,,,,
173520,"Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS",,SR Legacy,,,"babyfood, snack, gerber, graduates, yogurt melts|",,,,,,,,,,,,,,
172255,"Babyfood, tropical fruit medley",,SR Legacy,,,"babyfood, tropical fruit medley|",,,,,,,,,,,,,,
169864,"Babyfood, vegetable and brown rice, strained",,SR Legacy,,,"babyfood, vegetable and brown rice, strained|",,,,,,,,,,,,,,
173510,"Babyfood, vegetable, butternut squash and corn",,SR Legacy,,,"babyfood, vegetable, butternut squash and corn|",,,,,,,,,,,,,,
173504,"Babyfood, vegetable, green beans and potatoes",,SR Legacy,,,"babyfood, vegetable, green beans and potatoes|",,,,,,,,,,,,,,
173505,"Babyfood, vegetables, beets, strained",,SR Legacy,,,"babyfood, vegetables, beets, strained|",,,,,,,,,,,,,,
173507,"Babyfood, vegetables, carrots, junior",,SR Legacy,,,"babyfood, vegetables, carrots, junior|",,,,,,,,,,,,,,
173506,"Babyfood, vegetables, carrots, strained",,SR Legacy,,,"babyfood, vegetables, carrots, strained|",,,,,,,,,,,,,,
171334,"Babyfood, vegetables, corn, creamed, junior",,SR Legacy,,,"babyfood, vegetables, corn, creamed, junior|",,,,,,,,,,,,,,
172280,"Babyfood, vegetables, corn, creamed, strained",,SR Legacy,,,"babyfood, vegetables, corn, creamed, strained|",,,,,,,,,,,,,,
172284,"Babyfood, vegetables, garden vegetable, strained",,SR Legacy,,,"babyfood, vegetables, garden vegetable, strained|",,,,,,,,,,,,,,
172272,"Babyfood, vegetables, green beans, junior",,SR Legacy,,,"babyfood, vegetables, green beans, junior|",,,,,,,,,,,,,,
172271,"Babyfood, vegetables, green beans, strained",,SR Legacy,,,"babyfood, vegetables, green beans, strained|",,,,,,,,,,,,,,
172283,"Babyfood, vegetables, mix vegetables junior",,SR Legacy,,,"babyfood, vegetables, mix vegetables junior|",,,,,,,,,,,,,,
173515,"Babyfood, vegetables, mix vegetables strained",,SR Legacy,,,"babyfood, vegetables, mix vegetables strained|",,,,,,,,,,,,,,
170939,"Babyfood, vegetables, peas, strained",,SR Legacy,,,"babyfood, vegetables, peas, strained|",,,,,,,,,,,,,,
170941,"Babyfood, vegetables, spinach, creamed, strained",,SR Legacy,,,"babyfood, vegetables, spinach, creamed, strained|",,,,,,,,,,,,,,
172275,"Babyfood, vegetables, squash, junior",,SR Legacy,,,"babyfood, vegetables, squash, junior|",,,,,,,,,,,,,,
172274,"Babyfood, vegetables, squash, strained",,SR Legacy,,,"babyfood, vegetables, squash, strained|",,,,,,,,,,,,,,
172276,"Babyfood, vegetables, sweet potatoes strained",,SR Legacy,,,"babyfood, vegetables, sweet potatoes strained|",,,,,,,,,,,,,,
172277,"Babyfood, vegetables, sweet potatoes, junior",,SR Legacy,,,"babyfood, vegetables, sweet potatoes, junior|",,,,,,,,,,,,,,
172253,"Babyfood, water, bottled, GERBER, without added fluoride",,SR Legacy,,,"babyfood, water, bottled, gerber, without added fluoride|",,,,,,,,,,,,,,
170987,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified",,SR Legacy,,,"babyfood, yogurt, whole milk, with fruit, multigrain cereal and added dha fortified|",,,,,,,,,,,,,,
170990,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified",,SR Legacy,,,"babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified|",,,,,,,,,,,,,,
174602,Bacon and beef sticks,,SR Legacy,,,bacon and beef sticks|,,,,,,,,,,,,,,
169893,"Bacon bits, meatless",,SR Legacy,,,"bacon bits, meatless|",,,,,,,,,,,,,,
172439,"Bacon, meatless",,SR Legacy,,,"bacon, meatless|",,,,,,,,,,,,,,
168382,"Bacon, pre-sliced, reduced/low sodium, unprepared",,SR Legacy,,,"bacon, pre-sliced, reduced/low sodium, unprepared|",,,,,,,,,,,,,,
171640,"Bacon, turkey, low sodium",,SR Legacy,,,"bacon, turkey, low sodium|",,,,,,,,,,,,,,
171639,"Bacon, turkey, microwaved",,SR Legacy,,,"bacon, turkey, microwaved|",,,,,,,,,,,,,,
174592,"Bacon, turkey, unprepared",,SR Legacy,,,"bacon, turkey, unprepared|",,,,,,,,,,,,,,
172664,"Bagels, cinnamon-raisin",,SR Legacy,,,"bagels, cinnamon-raisin|",,,,,,,,,,,,,,
172665,"Bagels, cinnamon-raisin, toasted",,SR Legacy,,,"bagels, cinnamon-raisin, toasted|",,,,,,,,,,,,,,
174901,"Bagels, egg",,SR Legacy,,,"bagels, egg|",,,,,,,,,,,,,,
171852,"Bagels, multigrain",,SR Legacy,,,"bagels, multigrain|",,,,,,,,,,,,,,
172666,"Bagels, oat bran",,SR Legacy,,,"bagels, oat bran|",,,,,,,,,,,,,,
174899,"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",,SR Legacy,,,"bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)|",,,,,,,,,,,,,,
